CD_DISPOSITIVO,CD_NOME_TAG,VALUE,DT_MODBUS,ALARM,NM_EQUIPAMENTO,DT_MODBUS_CONV
CRM422202,CRM_CRM422202_BATTERY_REMAINING_CAPACITY,61,1658043900,False,CDC,2022-07-17T07:45:04.000+0000
ERPJU5102,CRM_ERPJU5102_BATTERY_REMAINING_CAPACITY,59,1658044030,False,CDC,2022-07-17T07:47:12.000+0000
ERPJU5102,ERP_ERPJU5102_BATTERY_REMAINING_CAPACITY,59,1658044030,False,CDC,2022-07-17T07:47:12.000+0000
CRM476398,CRM_CRM476398_BATTERY_REMAINING_CAPACITY,66,1658044160,False,CDC,2022-07-17T07:49:20.000+0000
ERPCA15504,ERP_ERPCA15504_BATTERY_REMAINING_CAPACITY,62,1658044160,False,CDC,2022-07-17T07:49:20.000+0000
ERPCA55507,ERP_ERPCA55507_BATTERY_REMAINING_CAPACITY,60,1658044420,False,CDC,2022-07-17T07:53:36.000+0000
CRM617299,CRM_CRM617299_BATTERY_REMAINING_CAPACITY,66,1658044540,False,CDC,2022-07-17T07:55:44.000+0000
CRM4000826488,CRM_CRM4000826488_BATTERY_REMAINING_CAPACITY,62,1658044670,False,CDC,2022-07-17T07:57:52.000+0000
ERPIT5101,ERP_ERPIT5101_BATTERY_REMAINING_CAPACITY,60,1658044670,False,CDC,2022-07-17T07:57:52.000+0000
CRM656330,CRM_CRM656330_BATTERY_REMAINING_CAPACITY,64,1658044930,False,CDC,2022-07-17T08:02:08.000+0000
CRM457047,CRM_CRM457047_BATTERY_REMAINING_CAPACITY,65,1658045180,False,CDC,2022-07-17T08:06:24.000+0000
ERPBP15501,ERP_ERPBP15501_BATTERY_REMAINING_CAPACITY,58,1658045180,False,CDC,2022-07-17T08:06:24.000+0000
ERPCA55507,ERP_ERPCA55507_BATTERY_REMAINING_CAPACITY,59,1658045440,False,CDC,2022-07-17T08:10:40.000+0000
CRM898094,CRM_CRM898094_BATTERY_REMAINING_CAPACITY,65,1658045700,False,CDC,2022-07-17T08:14:56.000+0000
ERPLE5101,ERP_ERPLE5101_BATTERY_REMAINING_CAPACITY,33,1658045820,False,CDC,2022-07-17T08:17:04.000+0000
ERPSU55502,ERP_ERPSU55502_BATTERY_REMAINING_CAPACITY,62,1658045950,False,CDC,2022-07-17T08:19:12.000+0000
ERPEF55501,ERP_ERPEF55501_BATTERY_REMAINING_CAPACITY,61,1658046080,False,CDC,2022-07-17T08:21:20.000+0000
CRM707769,CRM_CRM707769_BATTERY_REMAINING_CAPACITY,52,1658046080,False,CDC,2022-07-17T08:21:20.000+0000
ERPCA55510,ERP_ERPCA55510_BATTERY_REMAINING_CAPACITY,35,1658046460,False,CDC,2022-07-17T08:27:44.000+0000
CRM368842,CRM_CRM368842_BATTERY_REMAINING_CAPACITY,63,1658046720,False,CDC,2022-07-17T08:32:00.000+0000
ERPCE15501,ERP_ERPCE15501_BATTERY_REMAINING_CAPACITY,18,1658046720,False,CDC,2022-07-17T08:32:00.000+0000
ERPJU55502,ERP_ERPJU55502_BATTERY_REMAINING_CAPACITY,24,1658046720,False,CDC,2022-07-17T08:32:00.000+0000
CRM4001293768,CRM_CRM4001293768_BATTERY_REMAINING_CAPACITY,69,1658047100,False,CDC,2022-07-17T08:38:24.000+0000
CRM684433,CRM_CRM684433_BATTERY_REMAINING_CAPACITY,62,1658047100,True,CDC,2022-07-17T08:38:24.000+0000
CRM481392,CRM_CRM481392_BATTERY_REMAINING_CAPACITY,67,1658047100,True,CDC,2022-07-17T08:38:24.000+0000
ERPCA15504,ERP_ERPCA15504_BATTERY_REMAINING_CAPACITY,61,1658047230,False,CDC,2022-07-17T08:40:32.000+0000
ERPAR5103,ERP_ERPAR5103_BATTERY_REMAINING_CAPACITY,59,1658047360,False,CDC,2022-07-17T08:42:40.000+0000
CRM653068,CRM_CRM653068_BATTERY_REMAINING_CAPACITY,62,1658047490,False,CDC,2022-07-17T08:44:48.000+0000
CRM4000545020,CRM_CRM4000545020_BATTERY_REMAINING_CAPACITY,64,1658047490,False,CDC,2022-07-17T08:44:48.000+0000
ERPCA55502,ERP_ERPCA55502_BATTERY_REMAINING_CAPACITY,52,1658047620,False,CDC,2022-07-17T08:46:56.000+0000
CRM708148,CRM_CRM708148_BATTERY_REMAINING_CAPACITY,62,1658047870,False,CDC,2022-07-17T08:51:12.000+0000
CRM911363,CRM_CRM911363_BATTERY_REMAINING_CAPACITY,64,1658047870,False,CDC,2022-07-17T08:51:12.000+0000
ERPSJBV5101,ERP_ERPSJBV5101_BATTERY_REMAINING_CAPACITY,51,1658048000,False,CDC,2022-07-17T08:53:20.000+0000
CRM487835,CRM_CRM487835_BATTERY_REMAINING_CAPACITY,63,1658048000,True,CDC,2022-07-17T08:53:20.000+0000
CRM684433,CRM_CRM684433_BATTERY_REMAINING_CAPACITY,62,1658048130,True,CDC,2022-07-17T08:55:28.000+0000
CRM898094,CRM_CRM898094_BATTERY_REMAINING_CAPACITY,65,1658048510,False,CDC,2022-07-17T09:01:52.000+0000
ERPVP25501,ERP_ERPVP25501_BATTERY_REMAINING_CAPACITY,48,1658048640,False,CDC,2022-07-17T09:04:00.000+0000
CRM707769,CRM_CRM707769_BATTERY_REMAINING_CAPACITY,52,1658048770,False,CDC,2022-07-17T09:06:08.000+0000
ERPJA15501,ERP_ERPJA15501_BATTERY_REMAINING_CAPACITY,59,1658049020,False,CDC,2022-07-17T09:10:24.000+0000
CRM4000181733,CRM_CRM4000181733_BATTERY_REMAINING_CAPACITY,64,1658049020,False,CDC,2022-07-17T09:10:24.000+0000
ERP148,ERP_ERP148_BATTERY_REMAINING_CAPACITY,47,1658049660,False,CDC,2022-07-17T09:21:04.000+0000
ERPSG5105,ERP_ERPSG5105_BATTERY_REMAINING_CAPACITY,61,1658049790,False,CDC,2022-07-17T09:23:12.000+0000
CRM4000821459,CRM_CRM4000821459_BATTERY_REMAINING_CAPACITY,63,1658049920,False,CDC,2022-07-17T09:25:20.000+0000
ERPID15501,ERP_ERPID15501_BATTERY_REMAINING_CAPACITY,50,1658050180,False,CDC,2022-07-17T09:29:36.000+0000
ERPFR5102,ERP_ERPFR5102_BATTERY_REMAINING_CAPACITY,48,1658050300,False,CDC,2022-07-17T09:31:44.000+0000
CRM759034,CRM_CRM759034_BATTERY_REMAINING_CAPACITY,62,1658050300,True,CDC,2022-07-17T09:31:44.000+0000
CRM898094,CRM_CRM898094_BATTERY_REMAINING_CAPACITY,63,1658050300,False,CDC,2022-07-17T09:31:44.000+0000
ERPIR5101,ERP_ERPIR5101_BATTERY_REMAINING_CAPACITY,52,1658050430,False,CDC,2022-07-17T09:33:52.000+0000
ERPEF55501,ERP_ERPEF55501_BATTERY_REMAINING_CAPACITY,51,1658050560,False,CDC,2022-07-17T09:36:00.000+0000
ERPID15504,ERP_ERPID15504_BATTERY_REMAINING_CAPACITY,50,1658050940,False,CDC,2022-07-17T09:42:24.000+0000
ERPJU25501,ERP_ERPJU25501_BATTERY_REMAINING_CAPACITY,51,1658050940,False,CDC,2022-07-17T09:42:24.000+0000
CRM4000771786,CRM_CRM4000771786_BATTERY_REMAINING_CAPACITY,37,1658051070,False,CDC,2022-07-17T09:44:32.000+0000
ERPLM15502,ERP_ERPLM15502_BATTERY_REMAINING_CAPACITY,51,1658051070,True,CDC,2022-07-17T09:44:32.000+0000
CRM4000191807,CRM_CRM4000191807_BATTERY_REMAINING_CAPACITY,60,1658051200,False,CDC,2022-07-17T09:46:40.000+0000
ERPAM15503,ERP_ERPAM15503_BATTERY_REMAINING_CAPACITY,50,1658051200,False,CDC,2022-07-17T09:46:40.000+0000
ERPIR5101,ERP_ERPIR5101_BATTERY_REMAINING_CAPACITY,52,1658051330,False,CDC,2022-07-17T09:48:48.000+0000
CRM4000298770,CRM_CRM4000298770_BATTERY_REMAINING_CAPACITY,60,1658051580,False,CDC,2022-07-17T09:53:04.000+0000
CRM4000276361,CRM_CRM4000276361_BATTERY_REMAINING_CAPACITY,58,1658052480,False,CDC,2022-07-17T10:08:00.000+0000
CRM4000459779,CRM_CRM4000459779_BATTERY_REMAINING_CAPACITY,63,1658052610,False,CDC,2022-07-17T10:10:08.000+0000
CRM500846,CRM_CRM500846_BATTERY_REMAINING_CAPACITY,65,1658052990,False,CDC,2022-07-17T10:16:32.000+0000
CRM4000288102,CRM_CRM4000288102_BATTERY_REMAINING_CAPACITY,64,1658054140,False,CDC,2022-07-17T10:35:44.000+0000
ERPCPV55502,ERP_ERPCPV55502_BATTERY_REMAINING_CAPACITY,56,1658054780,False,CDC,2022-07-17T10:46:24.000+0000
CRM4000191807,CRM_CRM4000191807_BATTERY_REMAINING_CAPACITY,77,1658055040,False,CDC,2022-07-17T10:50:40.000+0000
ERPVA15501,ERP_ERPVA15501_BATTERY_REMAINING_CAPACITY,52,1658055300,False,CDC,2022-07-17T10:54:56.000+0000
ERPMMO55502,ERP_ERPMMO55502_BATTERY_REMAINING_CAPACITY,77,1658055940,False,CDC,2022-07-17T11:05:36.000+0000
ERPBP15501,ERP_ERPBP15501_BATTERY_REMAINING_CAPACITY,81,1658056190,False,CDC,2022-07-17T11:09:52.000+0000
CRM487835,CRM_CRM487835_BATTERY_REMAINING_CAPACITY,78,1658056450,True,CDC,2022-07-17T11:14:08.000+0000
ERPPR15504,CRM_ERPPR15504_BATTERY_REMAINING_CAPACITY,45,1658056830,False,CDC,2022-07-17T11:20:32.000+0000
CRM4000191807,CRM_CRM4000191807_BATTERY_REMAINING_CAPACITY,95,1658056960,False,CDC,2022-07-17T11:22:40.000+0000
CRM841184,CRM_CRM841184_BATTERY_REMAINING_CAPACITY,34,1658056960,False,CDC,2022-07-17T11:22:40.000+0000
CRM656603,CRM_CRM656603_BATTERY_REMAINING_CAPACITY,83,1658056960,True,CDC,2022-07-17T11:22:40.000+0000
ERPJU15503,ERP_ERPJU15503_BATTERY_REMAINING_CAPACITY,96,1658057220,False,CDC,2022-07-17T11:26:56.000+0000
CRM911363,CRM_CRM911363_BATTERY_REMAINING_CAPACITY,88,1658057220,False,CDC,2022-07-17T11:26:56.000+0000
ERPJU25502,ERP_ERPJU25502_BATTERY_REMAINING_CAPACITY,87,1658057470,False,CDC,2022-07-17T11:31:12.000+0000
CRM478605,CRM_CRM478605_BATTERY_REMAINING_CAPACITY,99,1658057470,False,CDC,2022-07-17T11:31:12.000+0000
ERPFR5102,ERP_ERPFR5102_BATTERY_REMAINING_CAPACITY,67,1658057600,False,CDC,2022-07-17T11:33:20.000+0000
ERPAM15503,ERP_ERPAM15503_BATTERY_REMAINING_CAPACITY,73,1658057600,False,CDC,2022-07-17T11:33:20.000+0000
CRM759034,CRM_CRM759034_BATTERY_REMAINING_CAPACITY,68,1658057730,True,CDC,2022-07-17T11:35:28.000+0000
ERPSU55502,ERP_ERPSU55502_BATTERY_REMAINING_CAPACITY,69,1658057860,False,CDC,2022-07-17T11:37:36.000+0000
ERPCA55503,ERP_ERPCA55503_BATTERY_REMAINING_CAPACITY,99,1658058500,False,CDC,2022-07-17T11:48:16.000+0000
ERP059A,ERP_ERP059A_BATTERY_REMAINING_CAPACITY,99,1658059010,False,CDC,2022-07-17T11:56:48.000+0000
ERPLM55501,ERP_ERPLM55501_BATTERY_REMAINING_CAPACITY,85,1658059260,False,CDC,2022-07-17T12:01:04.000+0000
CRM481392,CRM_CRM481392_BATTERY_REMAINING_CAPACITY,91,1658059390,True,CDC,2022-07-17T12:03:12.000+0000
CRM4001071772,CRM_CRM4001071772_BATTERY_REMAINING_CAPACITY,99,1658060160,False,CDC,2022-07-17T12:16:00.000+0000
ERPCA15504,ERP_ERPCA15504_BATTERY_REMAINING_CAPACITY,71,1658060290,False,CDC,2022-07-17T12:18:08.000+0000
ERPAP2101,ERP_ERPAP2101_BATTERY_REMAINING_CAPACITY,99,1658060420,False,CDC,2022-07-17T12:20:16.000+0000
ERPPR15506,ERP_ERPPR15506_BATTERY_REMAINING_CAPACITY,95,1658060800,False,CDC,2022-07-17T12:26:40.000+0000
CRM841184,CRM_CRM841184_BATTERY_REMAINING_CAPACITY,38,1658061700,False,CDC,2022-07-17T12:41:36.000+0000
CRM707769,CRM_CRM707769_BATTERY_REMAINING_CAPACITY,53,1658061700,False,CDC,2022-07-17T12:41:36.000+0000
CRM4000191807,CRM_CRM4000191807_BATTERY_REMAINING_CAPACITY,99,1658061700,False,CDC,2022-07-17T12:41:36.000+0000
ERPJU15502,ERP_ERPJU15502_BATTERY_REMAINING_CAPACITY,99,1658062210,False,CDC,2022-07-17T12:50:08.000+0000
CRM500388,CRM_CRM500388_BATTERY_REMAINING_CAPACITY,99,1658062340,True,CDC,2022-07-17T12:52:16.000+0000
CRM4000754643,CRM_CRM4000754643_BATTERY_REMAINING_CAPACITY,99,1658062460,False,CDC,2022-07-17T12:54:24.000+0000
CRM4000276361,CRM_CRM4000276361_BATTERY_REMAINING_CAPACITY,99,1658062590,False,CDC,2022-07-17T12:56:32.000+0000
ERPVP25501,ERP_ERPVP25501_BATTERY_REMAINING_CAPACITY,74,1658062590,False,CDC,2022-07-17T12:56:32.000+0000
CRM547361,CRM_CRM547361_BATTERY_REMAINING_CAPACITY,99,1658062590,True,CDC,2022-07-17T12:56:32.000+0000
CRM719227,CRM_CRM719227_BATTERY_REMAINING_CAPACITY,99,1658062720,False,CDC,2022-07-17T12:58:40.000+0000
ERPRC5201,ERP_ERPRC5201_BATTERY_REMAINING_CAPACITY,99,1658062720,False,CDC,2022-07-17T12:58:40.000+0000
CRM195163,CRM_CRM195163_BATTERY_REMAINING_CAPACITY,99,1658062980,False,CDC,2022-07-17T13:02:56.000+0000
ERPCPV55502,ERP_ERPCPV55502_BATTERY_REMAINING_CAPACITY,99,1658063230,False,CDC,2022-07-17T13:07:12.000+0000
ERPMMO55502,ERP_ERPMMO55502_BATTERY_REMAINING_CAPACITY,99,1658063490,False,CDC,2022-07-17T13:11:28.000+0000
ERPLM10501,ERP_ERPLM10501_BATTERY_REMAINING_CAPACITY,99,1658063490,False,CDC,2022-07-17T13:11:28.000+0000
ERPCA55511,ERP_ERPCA55511_BATTERY_REMAINING_CAPACITY,99,1658064000,False,CDC,2022-07-17T13:20:00.000+0000
ERP185,ERP_ERP185_BATTERY_REMAINING_CAPACITY,99,1658064000,False,CDC,2022-07-17T13:20:00.000+0000
ERPJU15504,ERP_ERPJU15504_BATTERY_REMAINING_CAPACITY,99,1658064000,False,CDC,2022-07-17T13:20:00.000+0000
ERPJU55503,ERP_ERPJU55503_BATTERY_REMAINING_CAPACITY,99,1658064380,False,CDC,2022-07-17T13:26:24.000+0000
ERPAG55501,ERP_ERPAG55501_BATTERY_REMAINING_CAPACITY,99,1658064510,False,CDC,2022-07-17T13:28:32.000+0000
CRM443367,CRM_CRM443367_BATTERY_REMAINING_CAPACITY,99,1658064770,False,CDC,2022-07-17T13:32:48.000+0000
CRM476398,CRM_CRM476398_BATTERY_REMAINING_CAPACITY,99,1658064900,False,CDC,2022-07-17T13:34:56.000+0000
CRM597183,CRM_CRM597183_BATTERY_REMAINING_CAPACITY,49,1658065150,False,CDC,2022-07-17T13:39:12.000+0000
ERPCO5103,ERP_ERPCO5103_BATTERY_REMAINING_CAPACITY,99,1658065410,False,CDC,2022-07-17T13:43:28.000+0000
CRM4000459779,CRM_CRM4000459779_BATTERY_REMAINING_CAPACITY,99,1658065660,False,CDC,2022-07-17T13:47:44.000+0000
CRM518103,CRM_CRM518103_BATTERY_REMAINING_CAPACITY,0,1658065660,False,CDC,2022-07-17T13:47:44.000+0000
ERPCA55507,ERP_ERPCA55507_BATTERY_REMAINING_CAPACITY,99,1658065790,False,CDC,2022-07-17T13:49:52.000+0000
CRM4000181733,CRM_CRM4000181733_BATTERY_REMAINING_CAPACITY,99,1658066050,False,CDC,2022-07-17T13:54:08.000+0000
ERPLV55501,ERP_ERPLV55501_BATTERY_REMAINING_CAPACITY,99,1658066180,False,CDC,2022-07-17T13:56:16.000+0000
CRM899892,CRM_CRM899892_BATTERY_REMAINING_CAPACITY,99,1658066560,False,CDC,2022-07-17T14:02:40.000+0000
CRM4000754643,CRM_CRM4000754643_BATTERY_REMAINING_CAPACITY,99,1658067070,False,CDC,2022-07-17T14:11:12.000+0000
CRM368842,CRM_CRM368842_BATTERY_REMAINING_CAPACITY,99,1658067200,False,CDC,2022-07-17T14:13:20.000+0000
ERP148,ERP_ERP148_BATTERY_REMAINING_CAPACITY,99,1658067330,False,CDC,2022-07-17T14:15:28.000+0000
ERPID15504,ERP_ERPID15504_BATTERY_REMAINING_CAPACITY,99,1658067460,False,CDC,2022-07-17T14:17:36.000+0000
CRM4000170152,CRM_CRM4000170152_BATTERY_REMAINING_CAPACITY,99,1658067580,False,CDC,2022-07-17T14:19:44.000+0000
CRM4001071772,CRM_CRM4001071772_BATTERY_REMAINING_CAPACITY,99,1658067580,False,CDC,2022-07-17T14:19:44.000+0000
ERPPR15504,ERP_ERPPR15504_BATTERY_REMAINING_CAPACITY,60,1658067710,False,CDC,2022-07-17T14:21:52.000+0000
ERPSG5201,ERP_ERPSG5201_BATTERY_REMAINING_CAPACITY,99,1658067710,False,CDC,2022-07-17T14:21:52.000+0000
CRM459521,CRM_CRM459521_BATTERY_REMAINING_CAPACITY,99,1658067840,False,CDC,2022-07-17T14:24:00.000+0000
CRM4001470849,CRM_CRM4001470849_BATTERY_REMAINING_CAPACITY,99,1658067970,True,CDC,2022-07-17T14:26:08.000+0000
CRM4001293768,CRM_CRM4001293768_BATTERY_REMAINING_CAPACITY,99,1658068480,False,CDC,2022-07-17T14:34:40.000+0000
CRM487835,CRM_CRM487835_BATTERY_REMAINING_CAPACITY,99,1658068740,True,CDC,2022-07-17T14:38:56.000+0000
ERPLM5103,ERP_ERPLM5103_BATTERY_REMAINING_CAPACITY,99,1658069120,False,CDC,2022-07-17T14:45:20.000+0000
ERPVA15501,ERP_ERPVA15501_BATTERY_REMAINING_CAPACITY,99,1658069250,False,CDC,2022-07-17T14:47:28.000+0000
ERPJU2104,ERP_ERPJU2104_BATTERY_REMAINING_CAPACITY,57,1658069380,True,CDC,2022-07-17T14:49:36.000+0000
CRM1041889,CRM_CRM1041889_BATTERY_REMAINING_CAPACITY,99,1658069500,False,CDC,2022-07-17T14:51:44.000+0000
CRM476398,CRM_CRM476398_BATTERY_REMAINING_CAPACITY,99,1658069630,False,CDC,2022-07-17T14:53:52.000+0000
CRM4000754643,CRM_CRM4000754643_BATTERY_REMAINING_CAPACITY,99,1658069890,False,CDC,2022-07-17T14:58:08.000+0000
ERPEF55501,ERP_ERPEF55501_BATTERY_REMAINING_CAPACITY,99,1658069890,False,CDC,2022-07-17T14:58:08.000+0000
CRM596709,CRM_CRM596709_BATTERY_REMAINING_CAPACITY,99,1658070400,True,CDC,2022-07-17T15:06:40.000+0000
CRM380986,CRM_CRM380986_BATTERY_REMAINING_CAPACITY,99,1658070400,True,CDC,2022-07-17T15:06:40.000+0000
CRM4000821459,CRM_CRM4000821459_BATTERY_REMAINING_CAPACITY,99,1658070530,False,CDC,2022-07-17T15:08:48.000+0000
CRM460482,CRM_CRM460482_BATTERY_REMAINING_CAPACITY,99,1658070660,False,CDC,2022-07-17T15:10:56.000+0000
ERPJA25502,ERP_ERPJA25502_BATTERY_REMAINING_CAPACITY,99,1658070660,False,CDC,2022-07-17T15:10:56.000+0000
ERPIT5101,ERP_ERPIT5101_BATTERY_REMAINING_CAPACITY,99,1658070910,False,CDC,2022-07-17T15:15:12.000+0000
ERPCA15502,ERP_ERPCA15502_BATTERY_REMAINING_CAPACITY,99,1658071420,False,CDC,2022-07-17T15:23:44.000+0000
ERP185,ERP_ERP185_BATTERY_REMAINING_CAPACITY,99,1658071420,False,CDC,2022-07-17T15:23:44.000+0000
ERPLM55501,ERP_ERPLM55501_BATTERY_REMAINING_CAPACITY,99,1658071550,False,CDC,2022-07-17T15:25:52.000+0000
ERPID55501,ERP_ERPID55501_BATTERY_REMAINING_CAPACITY,99,1658071550,False,CDC,2022-07-17T15:25:52.000+0000
ERPJU15505,ERP_ERPJU15505_BATTERY_REMAINING_CAPACITY,99,1658072060,True,CDC,2022-07-17T15:34:24.000+0000
ERPVI15501,ERP_ERPVI15501_BATTERY_REMAINING_CAPACITY,99,1658072450,False,CDC,2022-07-17T15:40:48.000+0000
CRM476398,CRM_CRM476398_BATTERY_REMAINING_CAPACITY,99,1658072450,False,CDC,2022-07-17T15:40:48.000+0000
ERPSG5105,ERP_ERPSG5105_BATTERY_REMAINING_CAPACITY,99,1658072580,False,CDC,2022-07-17T15:42:56.000+0000
ERPVA15501,ERP_ERPVA15501_BATTERY_REMAINING_CAPACITY,99,1658072960,False,CDC,2022-07-17T15:49:20.000+0000
ERPAG55501,ERP_ERPAG55501_BATTERY_REMAINING_CAPACITY,99,1658072960,False,CDC,2022-07-17T15:49:20.000+0000
CRM4000459779,CRM_CRM4000459779_BATTERY_REMAINING_CAPACITY,99,1658073090,False,CDC,2022-07-17T15:51:28.000+0000
CRM490625,CRM_CRM490625_BATTERY_REMAINING_CAPACITY,99,1658073090,False,CDC,2022-07-17T15:51:28.000+0000
ERPJU25501,ERP_ERPJU25501_BATTERY_REMAINING_CAPACITY,99,1658073220,False,CDC,2022-07-17T15:53:36.000+0000
CRM471203,CRM_CRM471203_BATTERY_REMAINING_CAPACITY,33,1658073220,False,CDC,2022-07-17T15:53:36.000+0000
ERPSAP5101,ERP_ERPSAP5101_BATTERY_REMAINING_CAPACITY,99,1658073470,False,CDC,2022-07-17T15:57:52.000+0000
CRM630926,CRM_CRM630926_BATTERY_REMAINING_CAPACITY,99,1658073600,False,CDC,2022-07-17T16:00:00.000+0000
ERPCO25501,ERP_ERPCO25501_BATTERY_REMAINING_CAPACITY,99,1658073860,False,CDC,2022-07-17T16:04:16.000+0000
CRM4000288102,CRM_CRM4000288102_BATTERY_REMAINING_CAPACITY,99,1658073860,False,CDC,2022-07-17T16:04:16.000+0000
CRM518133,CRM_CRM518133_BATTERY_REMAINING_CAPACITY,68,1658074110,True,CDC,2022-07-17T16:08:32.000+0000
CRM911363,CRM_CRM911363_BATTERY_REMAINING_CAPACITY,99,1658074240,False,CDC,2022-07-17T16:10:40.000+0000
ERPLM10501,ERP_ERPLM10501_BATTERY_REMAINING_CAPACITY,99,1658074500,False,CDC,2022-07-17T16:14:56.000+0000
ERPEF55501,ERP_ERPEF55501_BATTERY_REMAINING_CAPACITY,99,1658074500,False,CDC,2022-07-17T16:14:56.000+0000
CRM713668,CRM_CRM713668_BATTERY_REMAINING_CAPACITY,29,1658074750,True,CDC,2022-07-17T16:19:12.000+0000
CRM763595,CRM_CRM763595_BATTERY_REMAINING_CAPACITY,99,1658074880,False,CDC,2022-07-17T16:21:20.000+0000
ERPCA55503,ERP_ERPCA55503_BATTERY_REMAINING_CAPACITY,99,1658074880,False,CDC,2022-07-17T16:21:20.000+0000
ERPJU15505,ERP_ERPJU15505_BATTERY_REMAINING_CAPACITY,99,1658074880,True,CDC,2022-07-17T16:21:20.000+0000
CRM4001071772,CRM_CRM4001071772_BATTERY_REMAINING_CAPACITY,99,1658075140,False,CDC,2022-07-17T16:25:36.000+0000
CRM476398,CRM_CRM476398_BATTERY_REMAINING_CAPACITY,99,1658075140,False,CDC,2022-07-17T16:25:36.000+0000
ERPJU2103,ERP_ERPJU2103_BATTERY_REMAINING_CAPACITY,99,1658075260,False,CDC,2022-07-17T16:27:44.000+0000
ERPMMO55501,ERP_ERPMMO55501_BATTERY_REMAINING_CAPACITY,99,1658075390,False,CDC,2022-07-17T16:29:52.000+0000
ERPIT5101,ERP_ERPIT5101_BATTERY_REMAINING_CAPACITY,99,1658075520,False,CDC,2022-07-17T16:32:00.000+0000
CRM422202,CRM_CRM422202_BATTERY_REMAINING_CAPACITY,99,1658075520,False,CDC,2022-07-17T16:32:00.000+0000
CRM763593,CRM_CRM763593_BATTERY_REMAINING_CAPACITY,99,1658075650,True,CDC,2022-07-17T16:34:08.000+0000
CRM574457,CRM_CRM574457_BATTERY_REMAINING_CAPACITY,99,1658076160,True,CDC,2022-07-17T16:42:40.000+0000
ERPCA55510,ERP_ERPCA55510_BATTERY_REMAINING_CAPACITY,52,1658076290,False,CDC,2022-07-17T16:44:48.000+0000
ERPAR5103,ERP_ERPAR5103_BATTERY_REMAINING_CAPACITY,99,1658076800,False,CDC,2022-07-17T16:53:20.000+0000
ERPTBU2101,ERP_ERPTBU2101_BATTERY_REMAINING_CAPACITY,99,1658076930,False,CDC,2022-07-17T16:55:28.000+0000
ERPAM55503,ERP_ERPAM55503_BATTERY_REMAINING_CAPACITY,99,1658077310,False,CDC,2022-07-17T17:01:52.000+0000
ERPAM5103,ERP_ERPAM5103_BATTERY_REMAINING_CAPACITY,99,1658077570,False,CDC,2022-07-17T17:06:08.000+0000
ERPJU25501,ERP_ERPJU25501_BATTERY_REMAINING_CAPACITY,99,1658077820,False,CDC,2022-07-17T17:10:24.000+0000
CRM195163,CRM_CRM195163_BATTERY_REMAINING_CAPACITY,99,1658077950,False,CDC,2022-07-17T17:12:32.000+0000
ERPJU2103,ERP_ERPJU2103_BATTERY_REMAINING_CAPACITY,99,1658078080,False,CDC,2022-07-17T17:14:40.000+0000
CRM487835,CRM_CRM487835_BATTERY_REMAINING_CAPACITY,99,1658078210,True,CDC,2022-07-17T17:16:48.000+0000
CRM4000288102,CRM_CRM4000288102_BATTERY_REMAINING_CAPACITY,99,1658078460,False,CDC,2022-07-17T17:21:04.000+0000
ERPLM15502,ERP_ERPLM15502_BATTERY_REMAINING_CAPACITY,99,1658078590,True,CDC,2022-07-17T17:23:12.000+0000
CRM4000502306,CRM_CRM4000502306_BATTERY_REMAINING_CAPACITY,99,1658078850,False,CDC,2022-07-17T17:27:28.000+0000
ERPJU5102,ERP_ERPJU5102_BATTERY_REMAINING_CAPACITY,99,1658079100,False,CDC,2022-07-17T17:31:44.000+0000
ERPJU5102,CRM_ERPJU5102_BATTERY_REMAINING_CAPACITY,99,1658079100,False,CDC,2022-07-17T17:31:44.000+0000
CRM630926,CRM_CRM630926_BATTERY_REMAINING_CAPACITY,99,1658079230,False,CDC,2022-07-17T17:33:52.000+0000
CRM937354,CRM_CRM937354_BATTERY_REMAINING_CAPACITY,99,1658079740,False,CDC,2022-07-17T17:42:24.000+0000
CRM487835,CRM_CRM487835_BATTERY_REMAINING_CAPACITY,99,1658079870,True,CDC,2022-07-17T17:44:32.000+0000
ERPLM55501,ERP_ERPLM55501_BATTERY_REMAINING_CAPACITY,99,1658079870,False,CDC,2022-07-17T17:44:32.000+0000
ERPCV15501,ERP_ERPCV15501_BATTERY_REMAINING_CAPACITY,99,1658080130,False,CDC,2022-07-17T17:48:48.000+0000
CRM4000467215,CRM_CRM4000467215_BATTERY_REMAINING_CAPACITY,99,1658080260,False,CDC,2022-07-17T17:50:56.000+0000
CRM656330,CRM_CRM656330_BATTERY_REMAINING_CAPACITY,99,1658080510,False,CDC,2022-07-17T17:55:12.000+0000
ERPCA15504,ERP_ERPCA15504_BATTERY_REMAINING_CAPACITY,99,1658080770,False,CDC,2022-07-17T17:59:28.000+0000
CRM597183,CRM_CRM597183_BATTERY_REMAINING_CAPACITY,52,1658081020,False,CDC,2022-07-17T18:03:44.000+0000
CRM500388,CRM_CRM500388_BATTERY_REMAINING_CAPACITY,99,1658081020,True,CDC,2022-07-17T18:03:44.000+0000
ERPLM5103,ERP_ERPLM5103_BATTERY_REMAINING_CAPACITY,99,1658081280,False,CDC,2022-07-17T18:08:00.000+0000
ERPJU55503,ERP_ERPJU55503_BATTERY_REMAINING_CAPACITY,99,1658081280,False,CDC,2022-07-17T18:08:00.000+0000
CRM4001609798,CRM_CRM4001609798_BATTERY_REMAINING_CAPACITY,99,1658081410,True,CDC,2022-07-17T18:10:08.000+0000
