CD_DISPOSITIVO,CD_NOME_TAG,VALUE,DT_MODBUS,ALARM,NM_EQUIPAMENTO,DT_MODBUS_CONV
ERPID55501,ERP_ERPID55501_BATTERY_REMAINING_CAPACITY,99,1658081660,False,CDC,2022-07-17T18:14:24.000+0000
CRM516189,CRM_CRM516189_BATTERY_REMAINING_CAPACITY,99,1658081790,False,CDC,2022-07-17T18:16:32.000+0000
CRM547361,CRM_CRM547361_BATTERY_REMAINING_CAPACITY,99,1658082050,True,CDC,2022-07-17T18:20:48.000+0000
CRM719227,CRM_CRM719227_BATTERY_REMAINING_CAPACITY,99,1658082430,False,CDC,2022-07-17T18:27:12.000+0000
CRM380986,CRM_CRM380986_BATTERY_REMAINING_CAPACITY,99,1658082430,True,CDC,2022-07-17T18:27:12.000+0000
CRM841184,CRM_CRM841184_BATTERY_REMAINING_CAPACITY,45,1658082560,False,CDC,2022-07-17T18:29:20.000+0000
CRM708147,CRM_CRM708147_BATTERY_REMAINING_CAPACITY,99,1658082820,False,CDC,2022-07-17T18:33:36.000+0000
ERPCV15501,ERP_ERPCV15501_BATTERY_REMAINING_CAPACITY,99,1658082940,False,CDC,2022-07-17T18:35:44.000+0000
ERPMMO55501,ERP_ERPMMO55501_BATTERY_REMAINING_CAPACITY,99,1658082940,False,CDC,2022-07-17T18:35:44.000+0000
ERPFR5101,ERP_ERPFR5101_BATTERY_REMAINING_CAPACITY,99,1658083070,False,CDC,2022-07-17T18:37:52.000+0000
ERPID15501,ERP_ERPID15501_BATTERY_REMAINING_CAPACITY,94,1658083580,False,CDC,2022-07-17T18:46:24.000+0000
ERPVA15501,ERP_ERPVA15501_BATTERY_REMAINING_CAPACITY,99,1658084100,False,CDC,2022-07-17T18:54:56.000+0000
ERPAR5103,ERP_ERPAR5103_BATTERY_REMAINING_CAPACITY,99,1658084220,False,CDC,2022-07-17T18:57:04.000+0000
CRM4001414346,CRM_CRM4001414346_BATTERY_REMAINING_CAPACITY,95,1658084350,True,CDC,2022-07-17T18:59:12.000+0000
CRM4000813490,CRM_CRM4000813490_BATTERY_REMAINING_CAPACITY,99,1658084350,False,CDC,2022-07-17T18:59:12.000+0000
ERPVP25501,ERP_ERPVP25501_BATTERY_REMAINING_CAPACITY,99,1658084860,False,CDC,2022-07-17T19:07:44.000+0000
CRM4000459779,CRM_CRM4000459779_BATTERY_REMAINING_CAPACITY,99,1658085120,False,CDC,2022-07-17T19:12:00.000+0000
ERPAG55501,ERP_ERPAG55501_BATTERY_REMAINING_CAPACITY,94,1658085120,False,CDC,2022-07-17T19:12:00.000+0000
ERPSAP5101,ERP_ERPSAP5101_BATTERY_REMAINING_CAPACITY,99,1658085500,False,CDC,2022-07-17T19:18:24.000+0000
CRM547381,CRM_CRM547381_BATTERY_REMAINING_CAPACITY,83,1658085630,True,CDC,2022-07-17T19:20:32.000+0000
CRM503086,CRM_CRM503086_BATTERY_REMAINING_CAPACITY,0,1658085630,False,CDC,2022-07-17T19:20:32.000+0000
CRM707771,CRM_CRM707771_BATTERY_REMAINING_CAPACITY,99,1658085760,False,CDC,2022-07-17T19:22:40.000+0000
CRM656330,CRM_CRM656330_BATTERY_REMAINING_CAPACITY,86,1658086020,False,CDC,2022-07-17T19:26:56.000+0000
CRM547381,CRM_CRM547381_BATTERY_REMAINING_CAPACITY,83,1658086660,True,CDC,2022-07-17T19:37:36.000+0000
CRM368842,CRM_CRM368842_BATTERY_REMAINING_CAPACITY,75,1658086780,False,CDC,2022-07-17T19:39:44.000+0000
CRM707771,CRM_CRM707771_BATTERY_REMAINING_CAPACITY,84,1658086780,False,CDC,2022-07-17T19:39:44.000+0000
CRM547381,CRM_CRM547381_BATTERY_REMAINING_CAPACITY,82,1658086780,True,CDC,2022-07-17T19:39:44.000+0000
CRM708148,CRM_CRM708148_BATTERY_REMAINING_CAPACITY,81,1658087300,False,CDC,2022-07-17T19:48:16.000+0000
CRM4000467215,CRM_CRM4000467215_BATTERY_REMAINING_CAPACITY,77,1658087810,False,CDC,2022-07-17T19:56:48.000+0000
ERPCA55510,ERP_ERPCA55510_BATTERY_REMAINING_CAPACITY,45,1658088060,False,CDC,2022-07-17T20:01:04.000+0000
ERPJU25501,ERP_ERPJU25501_BATTERY_REMAINING_CAPACITY,93,1658088060,False,CDC,2022-07-17T20:01:04.000+0000
CRM380986,CRM_CRM380986_BATTERY_REMAINING_CAPACITY,75,1658088060,True,CDC,2022-07-17T20:01:04.000+0000
CRM4000813490,CRM_CRM4000813490_BATTERY_REMAINING_CAPACITY,89,1658088060,False,CDC,2022-07-17T20:01:04.000+0000
ERPJU15502,ERP_ERPJU15502_BATTERY_REMAINING_CAPACITY,93,1658088190,False,CDC,2022-07-17T20:03:12.000+0000
ERPPR15506,ERP_ERPPR15506_BATTERY_REMAINING_CAPACITY,99,1658088580,False,CDC,2022-07-17T20:09:36.000+0000
ERPVP25501,ERP_ERPVP25501_BATTERY_REMAINING_CAPACITY,85,1658089470,False,CDC,2022-07-17T20:24:32.000+0000
CRM422202,CRM_CRM422202_BATTERY_REMAINING_CAPACITY,71,1658089600,False,CDC,2022-07-17T20:26:40.000+0000
ERPLV55501,ERP_ERPLV55501_BATTERY_REMAINING_CAPACITY,89,1658089730,False,CDC,2022-07-17T20:28:48.000+0000
CRM4000502306,CRM_CRM4000502306_BATTERY_REMAINING_CAPACITY,81,1658090110,False,CDC,2022-07-17T20:35:12.000+0000
ERPCA55511,ERP_ERPCA55511_BATTERY_REMAINING_CAPACITY,89,1658090110,False,CDC,2022-07-17T20:35:12.000+0000
ERPSAP5101,ERP_ERPSAP5101_BATTERY_REMAINING_CAPACITY,92,1658090240,False,CDC,2022-07-17T20:37:20.000+0000
CRM790020,CRM_CRM790020_BATTERY_REMAINING_CAPACITY,75,1658090370,False,CDC,2022-07-17T20:39:28.000+0000
CRM4000181733,CRM_CRM4000181733_BATTERY_REMAINING_CAPACITY,80,1658090500,False,CDC,2022-07-17T20:41:36.000+0000
ERPPR15506,ERP_ERPPR15506_BATTERY_REMAINING_CAPACITY,89,1658090500,False,CDC,2022-07-17T20:41:36.000+0000
CRM629540,CRM_CRM629540_BATTERY_REMAINING_CAPACITY,75,1658090500,False,CDC,2022-07-17T20:41:36.000+0000
CRM911363,CRM_CRM911363_BATTERY_REMAINING_CAPACITY,79,1658091010,False,CDC,2022-07-17T20:50:08.000+0000
ERPID15504,ERP_ERPID15504_BATTERY_REMAINING_CAPACITY,86,1658091140,False,CDC,2022-07-17T20:52:16.000+0000
ERPCA15504,ERP_ERPCA15504_BATTERY_REMAINING_CAPACITY,89,1658091140,False,CDC,2022-07-17T20:52:16.000+0000
ERPVP25501,ERP_ERPVP25501_BATTERY_REMAINING_CAPACITY,80,1658091260,False,CDC,2022-07-17T20:54:24.000+0000
ERPJU55502,ERP_ERPJU55502_BATTERY_REMAINING_CAPACITY,31,1658091780,False,CDC,2022-07-17T21:02:56.000+0000
ERP059A,ERP_ERP059A_BATTERY_REMAINING_CAPACITY,80,1658091900,False,CDC,2022-07-17T21:05:04.000+0000
CRM492191,CRM_CRM492191_BATTERY_REMAINING_CAPACITY,81,1658091900,False,CDC,2022-07-17T21:05:04.000+0000
CRM708148,CRM_CRM708148_BATTERY_REMAINING_CAPACITY,76,1658092290,False,CDC,2022-07-17T21:11:28.000+0000
ERPLM10501,ERP_ERPLM10501_BATTERY_REMAINING_CAPACITY,90,1658092290,False,CDC,2022-07-17T21:11:28.000+0000
ERPIT5101,ERP_ERPIT5101_BATTERY_REMAINING_CAPACITY,82,1658092420,False,CDC,2022-07-17T21:13:36.000+0000
CRM640286,CRM_CRM640286_BATTERY_REMAINING_CAPACITY,78,1658092540,False,CDC,2022-07-17T21:15:44.000+0000
ERPCA55510,ERP_ERPCA55510_BATTERY_REMAINING_CAPACITY,43,1658092670,False,CDC,2022-07-17T21:17:52.000+0000
CRM508416,CRM_CRM508416_BATTERY_REMAINING_CAPACITY,82,1658092800,False,CDC,2022-07-17T21:20:00.000+0000
ERPCPV55502,ERP_ERPCPV55502_BATTERY_REMAINING_CAPACITY,87,1658092930,False,CDC,2022-07-17T21:22:08.000+0000
CRM597183,CRM_CRM597183_BATTERY_REMAINING_CAPACITY,44,1658093060,False,CDC,2022-07-17T21:24:16.000+0000
CRM503086,CRM_CRM503086_BATTERY_REMAINING_CAPACITY,0,1658093180,False,CDC,2022-07-17T21:26:24.000+0000
CRM707771,CRM_CRM707771_BATTERY_REMAINING_CAPACITY,78,1658093310,False,CDC,2022-07-17T21:28:32.000+0000
CRM656330,CRM_CRM656330_BATTERY_REMAINING_CAPACITY,76,1658093440,False,CDC,2022-07-17T21:30:40.000+0000
CRM4000288102,CRM_CRM4000288102_BATTERY_REMAINING_CAPACITY,72,1658093440,False,CDC,2022-07-17T21:30:40.000+0000
CRM4000826488,CRM_CRM4000826488_BATTERY_REMAINING_CAPACITY,78,1658093950,False,CDC,2022-07-17T21:39:12.000+0000
ERPCO5201,ERP_ERPCO5201_BATTERY_REMAINING_CAPACITY,82,1658094210,False,CDC,2022-07-17T21:43:28.000+0000
ERPSG5201,ERP_ERPSG5201_BATTERY_REMAINING_CAPACITY,79,1658094340,False,CDC,2022-07-17T21:45:36.000+0000
CRM500388,CRM_CRM500388_BATTERY_REMAINING_CAPACITY,78,1658094340,True,CDC,2022-07-17T21:45:36.000+0000
ERPCA55503,ERP_ERPCA55503_BATTERY_REMAINING_CAPACITY,84,1658094340,False,CDC,2022-07-17T21:45:36.000+0000
ERPBP15501,ERP_ERPBP15501_BATTERY_REMAINING_CAPACITY,83,1658094460,False,CDC,2022-07-17T21:47:44.000+0000
CRM778849,CRM_CRM778849_BATTERY_REMAINING_CAPACITY,75,1658094720,False,CDC,2022-07-17T21:52:00.000+0000
CRM489759,CRM_CRM489759_BATTERY_REMAINING_CAPACITY,75,1658094720,False,CDC,2022-07-17T21:52:00.000+0000
ERPJU5102,CRM_ERPJU5102_BATTERY_REMAINING_CAPACITY,81,1658094850,False,CDC,2022-07-17T21:54:08.000+0000
ERPCPV55502,ERP_ERPCPV55502_BATTERY_REMAINING_CAPACITY,85,1658094850,False,CDC,2022-07-17T21:54:08.000+0000
ERPJU5102,ERP_ERPJU5102_BATTERY_REMAINING_CAPACITY,81,1658094850,False,CDC,2022-07-17T21:54:08.000+0000
CRM465816,CRM_CRM465816_BATTERY_REMAINING_CAPACITY,82,1658095100,False,CDC,2022-07-17T21:58:24.000+0000
ERPLM10501,ERP_ERPLM10501_BATTERY_REMAINING_CAPACITY,85,1658095100,False,CDC,2022-07-17T21:58:24.000+0000
ERPLM15502,ERP_ERPLM15502_BATTERY_REMAINING_CAPACITY,83,1658095360,True,CDC,2022-07-17T22:02:40.000+0000
ERPSBO15501,ERP_ERPSBO15501_BATTERY_REMAINING_CAPACITY,85,1658095620,True,CDC,2022-07-17T22:06:56.000+0000
CRM366903,CRM_CRM366903_BATTERY_REMAINING_CAPACITY,53,1658095620,False,CDC,2022-07-17T22:06:56.000+0000
CRM653068,CRM_CRM653068_BATTERY_REMAINING_CAPACITY,79,1658096000,False,CDC,2022-07-17T22:13:20.000+0000
ERPAM55501,ERP_ERPAM55501_BATTERY_REMAINING_CAPACITY,84,1658096130,False,CDC,2022-07-17T22:15:28.000+0000
ERPFR5102,ERP_ERPFR5102_BATTERY_REMAINING_CAPACITY,76,1658096130,False,CDC,2022-07-17T22:15:28.000+0000
ERPSBO15501,ERP_ERPSBO15501_BATTERY_REMAINING_CAPACITY,84,1658096510,True,CDC,2022-07-17T22:21:52.000+0000
CRM4001609798,CRM_CRM4001609798_BATTERY_REMAINING_CAPACITY,76,1658096510,True,CDC,2022-07-17T22:21:52.000+0000
CRM488525,CRM_CRM488525_BATTERY_REMAINING_CAPACITY,73,1658096770,False,CDC,2022-07-17T22:26:08.000+0000
ERPLM10501,ERP_ERPLM10501_BATTERY_REMAINING_CAPACITY,83,1658096900,False,CDC,2022-07-17T22:28:16.000+0000
ERPAM5103,ERP_ERPAM5103_BATTERY_REMAINING_CAPACITY,82,1658096900,False,CDC,2022-07-17T22:28:16.000+0000
ERPFR5101,ERP_ERPFR5101_BATTERY_REMAINING_CAPACITY,76,1658097020,False,CDC,2022-07-17T22:30:24.000+0000
CRM4000545020,CRM_CRM4000545020_BATTERY_REMAINING_CAPACITY,73,1658097410,False,CDC,2022-07-17T22:36:48.000+0000
CRM499932,CRM_CRM499932_BATTERY_REMAINING_CAPACITY,74,1658097410,True,CDC,2022-07-17T22:36:48.000+0000
ERPSBO15501,ERP_ERPSBO15501_BATTERY_REMAINING_CAPACITY,83,1658097410,True,CDC,2022-07-17T22:36:48.000+0000
CRM4001071772,CRM_CRM4001071772_BATTERY_REMAINING_CAPACITY,77,1658097660,False,CDC,2022-07-17T22:41:04.000+0000
ERPCA55502,ERP_ERPCA55502_BATTERY_REMAINING_CAPACITY,79,1658097790,False,CDC,2022-07-17T22:43:12.000+0000
CRM898094,CRM_CRM898094_BATTERY_REMAINING_CAPACITY,59,1658097920,False,CDC,2022-07-17T22:45:20.000+0000
CRM656330,CRM_CRM656330_BATTERY_REMAINING_CAPACITY,74,1658098050,False,CDC,2022-07-17T22:47:28.000+0000
CRM476398,CRM_CRM476398_BATTERY_REMAINING_CAPACITY,75,1658098180,False,CDC,2022-07-17T22:49:36.000+0000
ERPSBO15501,ERP_ERPSBO15501_BATTERY_REMAINING_CAPACITY,82,1658098300,True,CDC,2022-07-17T22:51:44.000+0000
ERP185,ERP_ERP185_BATTERY_REMAINING_CAPACITY,69,1658098430,False,CDC,2022-07-17T22:53:52.000+0000
ERPPR15505,ERP_ERPPR15505_BATTERY_REMAINING_CAPACITY,81,1658098690,False,CDC,2022-07-17T22:58:08.000+0000
ERPJU15503,ERP_ERPJU15503_BATTERY_REMAINING_CAPACITY,79,1658098690,False,CDC,2022-07-17T22:58:08.000+0000
CRM630926,CRM_CRM630926_BATTERY_REMAINING_CAPACITY,74,1658098820,False,CDC,2022-07-17T23:00:16.000+0000
ERPSG5201,ERP_ERPSG5201_BATTERY_REMAINING_CAPACITY,78,1658098940,False,CDC,2022-07-17T23:02:24.000+0000
CRM4000276361,CRM_CRM4000276361_BATTERY_REMAINING_CAPACITY,72,1658098940,False,CDC,2022-07-17T23:02:24.000+0000
CRM500388,CRM_CRM500388_BATTERY_REMAINING_CAPACITY,73,1658098940,True,CDC,2022-07-17T23:02:24.000+0000
ERPLM15502,ERP_ERPLM15502_BATTERY_REMAINING_CAPACITY,81,1658099070,True,CDC,2022-07-17T23:04:32.000+0000
ERPBP15501,ERP_ERPBP15501_BATTERY_REMAINING_CAPACITY,77,1658099070,False,CDC,2022-07-17T23:04:32.000+0000
ERPSBO15501,ERP_ERPSBO15501_BATTERY_REMAINING_CAPACITY,82,1658099200,True,CDC,2022-07-17T23:06:40.000+0000
CRM490625,CRM_CRM490625_BATTERY_REMAINING_CAPACITY,75,1658099330,False,CDC,2022-07-17T23:08:48.000+0000
ERPLM55501,ERP_ERPLM55501_BATTERY_REMAINING_CAPACITY,77,1658099460,False,CDC,2022-07-17T23:10:56.000+0000
ERPCO25501,ERP_ERPCO25501_BATTERY_REMAINING_CAPACITY,80,1658099710,False,CDC,2022-07-17T23:15:12.000+0000
CRM457047,CRM_CRM457047_BATTERY_REMAINING_CAPACITY,75,1658099970,False,CDC,2022-07-17T23:19:28.000+0000
ERPSBO15501,ERP_ERPSBO15501_BATTERY_REMAINING_CAPACITY,82,1658100220,True,CDC,2022-07-17T23:23:44.000+0000
ERPSJBV55501,ERP_ERPSJBV55501_BATTERY_REMAINING_CAPACITY,79,1658100220,False,CDC,2022-07-17T23:23:44.000+0000
ERPJU15502,ERP_ERPJU15502_BATTERY_REMAINING_CAPACITY,75,1658100350,False,CDC,2022-07-17T23:25:52.000+0000
CRM665827,CRM_CRM665827_BATTERY_REMAINING_CAPACITY,73,1658100480,True,CDC,2022-07-17T23:28:00.000+0000
CRM465816,CRM_CRM465816_BATTERY_REMAINING_CAPACITY,77,1658100610,False,CDC,2022-07-17T23:30:08.000+0000
ERPLM5103,ERP_ERPLM5103_BATTERY_REMAINING_CAPACITY,73,1658100610,False,CDC,2022-07-17T23:30:08.000+0000
ERP185,ERP_ERP185_BATTERY_REMAINING_CAPACITY,68,1658101120,False,CDC,2022-07-17T23:38:40.000+0000
ERPLV55501,ERP_ERPLV55501_BATTERY_REMAINING_CAPACITY,75,1658101120,False,CDC,2022-07-17T23:38:40.000+0000
ERPSBO15501,ERP_ERPSBO15501_BATTERY_REMAINING_CAPACITY,78,1658101120,True,CDC,2022-07-17T23:38:40.000+0000
CRM1107189,CRM_CRM1107189_BATTERY_REMAINING_CAPACITY,68,1658101250,False,CDC,2022-07-17T23:40:48.000+0000
ERPJU55502,ERP_ERPJU55502_BATTERY_REMAINING_CAPACITY,28,1658101380,False,CDC,2022-07-17T23:42:56.000+0000
ERPCE15501,ERP_ERPCE15501_BATTERY_REMAINING_CAPACITY,24,1658101630,False,CDC,2022-07-17T23:47:12.000+0000
CRM4000754643,CRM_CRM4000754643_BATTERY_REMAINING_CAPACITY,72,1658101760,False,CDC,2022-07-17T23:49:20.000+0000
ERPSBO15501,ERP_ERPSBO15501_BATTERY_REMAINING_CAPACITY,78,1658102020,True,CDC,2022-07-17T23:53:36.000+0000
ERPCV15501,ERP_ERPCV15501_BATTERY_REMAINING_CAPACITY,70,1658102140,False,CDC,2022-07-17T23:55:44.000+0000
ERPCA55511,ERP_ERPCA55511_BATTERY_REMAINING_CAPACITY,74,1658102140,False,CDC,2022-07-17T23:55:44.000+0000
ERPJU15504,ERP_ERPJU15504_BATTERY_REMAINING_CAPACITY,75,1658102400,False,CDC,2022-07-18T00:00:00.000+0000
ERPCA55502,ERP_ERPCA55502_BATTERY_REMAINING_CAPACITY,76,1658102400,False,CDC,2022-07-18T00:00:00.000+0000
ERPCO2101,ERP_ERPCO2101_BATTERY_REMAINING_CAPACITY,56,1658102780,False,CDC,2022-07-18T00:06:24.000+0000
ERPMMO55502,ERP_ERPMMO55502_BATTERY_REMAINING_CAPACITY,76,1658103040,False,CDC,2022-07-18T00:10:40.000+0000
ERP148,ERP_ERP148_BATTERY_REMAINING_CAPACITY,71,1658103170,False,CDC,2022-07-18T00:12:48.000+0000
ERPJU2104,ERP_ERPJU2104_BATTERY_REMAINING_CAPACITY,42,1658103420,True,CDC,2022-07-18T00:17:04.000+0000
CRM653068,CRM_CRM653068_BATTERY_REMAINING_CAPACITY,71,1658103550,False,CDC,2022-07-18T00:19:12.000+0000
CRM4000276361,CRM_CRM4000276361_BATTERY_REMAINING_CAPACITY,68,1658103680,False,CDC,2022-07-18T00:21:20.000+0000
CRM518133,CRM_CRM518133_BATTERY_REMAINING_CAPACITY,65,1658103940,True,CDC,2022-07-18T00:25:36.000+0000
CRM508416,CRM_CRM508416_BATTERY_REMAINING_CAPACITY,74,1658104060,False,CDC,2022-07-18T00:27:44.000+0000
CRM4000813490,CRM_CRM4000813490_BATTERY_REMAINING_CAPACITY,73,1658104060,False,CDC,2022-07-18T00:27:44.000+0000
CRM488525,CRM_CRM488525_BATTERY_REMAINING_CAPACITY,70,1658104190,False,CDC,2022-07-18T00:29:52.000+0000
CRM492191,CRM_CRM492191_BATTERY_REMAINING_CAPACITY,73,1658104190,False,CDC,2022-07-18T00:29:52.000+0000
ERPCO5201,ERP_ERPCO5201_BATTERY_REMAINING_CAPACITY,73,1658104320,False,CDC,2022-07-18T00:32:00.000+0000
CRM778849,CRM_CRM778849_BATTERY_REMAINING_CAPACITY,71,1658104320,False,CDC,2022-07-18T00:32:00.000+0000
CRM898094,CRM_CRM898094_BATTERY_REMAINING_CAPACITY,57,1658104320,False,CDC,2022-07-18T00:32:00.000+0000
CRM814378,CRM_CRM814378_BATTERY_REMAINING_CAPACITY,70,1658104700,True,CDC,2022-07-18T00:38:24.000+0000
CRM457047,CRM_CRM457047_BATTERY_REMAINING_CAPACITY,73,1658104830,False,CDC,2022-07-18T00:40:32.000+0000
ERPJU15502,ERP_ERPJU15502_BATTERY_REMAINING_CAPACITY,71,1658105090,False,CDC,2022-07-18T00:44:48.000+0000
ERPJU5102,CRM_ERPJU5102_BATTERY_REMAINING_CAPACITY,72,1658105220,False,CDC,2022-07-18T00:46:56.000+0000
ERPIR5101,ERP_ERPIR5101_BATTERY_REMAINING_CAPACITY,73,1658105220,False,CDC,2022-07-18T00:46:56.000+0000
ERPJU5102,ERP_ERPJU5102_BATTERY_REMAINING_CAPACITY,72,1658105220,False,CDC,2022-07-18T00:46:56.000+0000
ERPJU55503,ERP_ERPJU55503_BATTERY_REMAINING_CAPACITY,72,1658105340,False,CDC,2022-07-18T00:49:04.000+0000
CRM925589,CRM_CRM925589_BATTERY_REMAINING_CAPACITY,73,1658105340,False,CDC,2022-07-18T00:49:04.000+0000
ERPPR15506,ERP_ERPPR15506_BATTERY_REMAINING_CAPACITY,74,1658105860,False,CDC,2022-07-18T00:57:36.000+0000
CRM790020,CRM_CRM790020_BATTERY_REMAINING_CAPACITY,67,1658106110,False,CDC,2022-07-18T01:01:52.000+0000
ERPPR15507,ERP_ERPPR15507_BATTERY_REMAINING_CAPACITY,68,1658106370,False,CDC,2022-07-18T01:06:08.000+0000
CRM4000826488,CRM_CRM4000826488_BATTERY_REMAINING_CAPACITY,71,1658106370,False,CDC,2022-07-18T01:06:08.000+0000
CRM4001470849,CRM_CRM4001470849_BATTERY_REMAINING_CAPACITY,71,1658106500,True,CDC,2022-07-18T01:08:16.000+0000
CRM459758,CRM_CRM459758_BATTERY_REMAINING_CAPACITY,12,1658106750,False,CDC,2022-07-18T01:12:32.000+0000
CRM465816,CRM_CRM465816_BATTERY_REMAINING_CAPACITY,74,1658106750,False,CDC,2022-07-18T01:12:32.000+0000
CRM516186,CRM_CRM516186_BATTERY_REMAINING_CAPACITY,68,1658106750,False,CDC,2022-07-18T01:12:32.000+0000
ERPLM10501,ERP_ERPLM10501_BATTERY_REMAINING_CAPACITY,74,1658107140,False,CDC,2022-07-18T01:18:56.000+0000
CRM708148,CRM_CRM708148_BATTERY_REMAINING_CAPACITY,70,1658107390,False,CDC,2022-07-18T01:23:12.000+0000
CRM656330,CRM_CRM656330_BATTERY_REMAINING_CAPACITY,70,1658107390,False,CDC,2022-07-18T01:23:12.000+0000
CRM508416,CRM_CRM508416_BATTERY_REMAINING_CAPACITY,73,1658107900,False,CDC,2022-07-18T01:31:44.000+0000
ERPIT5101,ERP_ERPIT5101_BATTERY_REMAINING_CAPACITY,69,1658108290,False,CDC,2022-07-18T01:38:08.000+0000
ERPVI15501,ERP_ERPVI15501_BATTERY_REMAINING_CAPACITY,68,1658108670,False,CDC,2022-07-18T01:44:32.000+0000
CRM443367,CRM_CRM443367_BATTERY_REMAINING_CAPACITY,65,1658108670,False,CDC,2022-07-18T01:44:32.000+0000
CRM4001071772,CRM_CRM4001071772_BATTERY_REMAINING_CAPACITY,73,1658108930,False,CDC,2022-07-18T01:48:48.000+0000
CRM1041889,CRM_CRM1041889_BATTERY_REMAINING_CAPACITY,69,1658108930,False,CDC,2022-07-18T01:48:48.000+0000
CRM460482,CRM_CRM460482_BATTERY_REMAINING_CAPACITY,72,1658109060,False,CDC,2022-07-18T01:50:56.000+0000
ERPCO5201,ERP_ERPCO5201_BATTERY_REMAINING_CAPACITY,69,1658109820,False,CDC,2022-07-18T02:03:44.000+0000
CRM4000173891,CRM_CRM4000173891_BATTERY_REMAINING_CAPACITY,69,1658109820,False,CDC,2022-07-18T02:03:44.000+0000
CRM492191,CRM_CRM492191_BATTERY_REMAINING_CAPACITY,71,1658109950,False,CDC,2022-07-18T02:05:52.000+0000
ERPCA55502,ERP_ERPCA55502_BATTERY_REMAINING_CAPACITY,71,1658110080,False,CDC,2022-07-18T02:08:00.000+0000
CRM4000545020,CRM_CRM4000545020_BATTERY_REMAINING_CAPACITY,67,1658110210,False,CDC,2022-07-18T02:10:08.000+0000
CRM4000288102,CRM_CRM4000288102_BATTERY_REMAINING_CAPACITY,66,1658110340,False,CDC,2022-07-18T02:12:16.000+0000
CRM597183,CRM_CRM597183_BATTERY_REMAINING_CAPACITY,41,1658110720,False,CDC,2022-07-18T02:18:40.000+0000
ERPJU2103,ERP_ERPJU2103_BATTERY_REMAINING_CAPACITY,67,1658110850,False,CDC,2022-07-18T02:20:48.000+0000
CRM536432,CRM_CRM536432_BATTERY_REMAINING_CAPACITY,69,1658110980,False,CDC,2022-07-18T02:22:56.000+0000
ERPCA55502,ERP_ERPCA55502_BATTERY_REMAINING_CAPACITY,70,1658110980,False,CDC,2022-07-18T02:22:56.000+0000
CRM4000181733,CRM_CRM4000181733_BATTERY_REMAINING_CAPACITY,68,1658110980,False,CDC,2022-07-18T02:22:56.000+0000
ERPSJBV55501,ERP_ERPSJBV55501_BATTERY_REMAINING_CAPACITY,71,1658111230,False,CDC,2022-07-18T02:27:12.000+0000
CRM4000459779,CRM_CRM4000459779_BATTERY_REMAINING_CAPACITY,71,1658111230,False,CDC,2022-07-18T02:27:12.000+0000
CRM665827,CRM_CRM665827_BATTERY_REMAINING_CAPACITY,68,1658111490,True,CDC,2022-07-18T02:31:28.000+0000
ERPCPV55502,ERP_ERPCPV55502_BATTERY_REMAINING_CAPACITY,69,1658111490,False,CDC,2022-07-18T02:31:28.000+0000
CRM4000771786,CRM_CRM4000771786_BATTERY_REMAINING_CAPACITY,39,1658111620,False,CDC,2022-07-18T02:33:36.000+0000
ERPLM15502,ERP_ERPLM15502_BATTERY_REMAINING_CAPACITY,71,1658111740,True,CDC,2022-07-18T02:35:44.000+0000
ERPJU15503,ERP_ERPJU15503_BATTERY_REMAINING_CAPACITY,69,1658111740,False,CDC,2022-07-18T02:35:44.000+0000
ERPCA15502,ERP_ERPCA15502_BATTERY_REMAINING_CAPACITY,70,1658111740,False,CDC,2022-07-18T02:35:44.000+0000
ERPCA55502,ERP_ERPCA55502_BATTERY_REMAINING_CAPACITY,69,1658111870,False,CDC,2022-07-18T02:37:52.000+0000
CRM500846,CRM_CRM500846_BATTERY_REMAINING_CAPACITY,68,1658112000,False,CDC,2022-07-18T02:40:00.000+0000
ERPCA55510,ERP_ERPCA55510_BATTERY_REMAINING_CAPACITY,37,1658112260,False,CDC,2022-07-18T02:44:16.000+0000
ERPSAP5101,ERP_ERPSAP5101_BATTERY_REMAINING_CAPACITY,70,1658112260,False,CDC,2022-07-18T02:44:16.000+0000
CRM899892,CRM_CRM899892_BATTERY_REMAINING_CAPACITY,69,1658112380,False,CDC,2022-07-18T02:46:24.000+0000
CRM4000191807,CRM_CRM4000191807_BATTERY_REMAINING_CAPACITY,65,1658112380,False,CDC,2022-07-18T02:46:24.000+0000
ERPPR15506,ERP_ERPPR15506_BATTERY_REMAINING_CAPACITY,69,1658112640,False,CDC,2022-07-18T02:50:40.000+0000
ERPCA55502,ERP_ERPCA55502_BATTERY_REMAINING_CAPACITY,69,1658112770,False,CDC,2022-07-18T02:52:48.000+0000
ERPFR5102,ERP_ERPFR5102_BATTERY_REMAINING_CAPACITY,67,1658112770,False,CDC,2022-07-18T02:52:48.000+0000
ERPJU15503,ERP_ERPJU15503_BATTERY_REMAINING_CAPACITY,69,1658112770,False,CDC,2022-07-18T02:52:48.000+0000
ERPEF55501,ERP_ERPEF55501_BATTERY_REMAINING_CAPACITY,69,1658112900,False,CDC,2022-07-18T02:54:56.000+0000
CRM368842,CRM_CRM368842_BATTERY_REMAINING_CAPACITY,65,1658113020,False,CDC,2022-07-18T02:57:04.000+0000
ERPIT5101,ERP_ERPIT5101_BATTERY_REMAINING_CAPACITY,67,1658113020,False,CDC,2022-07-18T02:57:04.000+0000
